"ObjectType","InstanceName","ScenarioName","MultiAttributeName","AttributeDataTypeCV","fci_par1","fci_par2","fci_par3","fci_par4","ValueOrder","Date exported to this file"
"envSiteExist","j19j20","base case scenario 2003","fci_par","MultiAttributeSeries","0.001","0.001","0.001","0.001","1","05/27/2018"
"envSiteExist","j19j20","base case scenario 2003","fci_par","MultiAttributeSeries","0.001","0.001","0.001","0.001","2","05/27/2018"
"envSiteExist","j19j20","base case scenario 2003","fci_par","MultiAttributeSeries","0.001","0.001","0.001","0.001","3","05/27/2018"
"envSiteExist","j19j20","base case scenario 2003","fci_par","MultiAttributeSeries","0.00190632158004754","1.00364216870091","64.2490017222021","13.9353335423584","4","05/27/2018"
"envSiteExist","j19j20","base case scenario 2003","fci_par","MultiAttributeSeries","0.00190632158004754","1.00364216870091","64.2490017222021","13.9353335423584","5","05/27/2018"
"envSiteExist","j19j20","base case scenario 2003","fci_par","MultiAttributeSeries","0.00190632158004754","1.00364216870091","64.2490017222021","13.9353335423584","6","05/27/2018"
"envSiteExist","j19j20","base case scenario 2003","fci_par","MultiAttributeSeries","0.00190632158004754","1.00364216870091","64.2490017222021","13.9353335423584","7","05/27/2018"
"envSiteExist","j19j20","base case scenario 2003","fci_par","MultiAttributeSeries","0.00190632158004754","1.00364216870091","64.2490017222021","13.9353335423584","8","05/27/2018"
"envSiteExist","j19j20","base case scenario 2003","fci_par","MultiAttributeSeries","0.001","0.001","0.001","0.001","9","05/27/2018"
"envSiteExist","j19j20","base case scenario 2003","fci_par","MultiAttributeSeries","0.001","0.001","0.001","0.001","10","05/27/2018"
"envSiteExist","j19j20","base case scenario 2003","fci_par","MultiAttributeSeries","0.001","0.001","0.001","0.001","11","05/27/2018"
"envSiteExist","j19j20","base case scenario 2003","fci_par","MultiAttributeSeries","0.001","0.001","0.001","0.001","12","05/27/2018"
