"ObjectType","InstanceName","ScenarioName","MultiAttributeName","AttributeDataTypeCV","fci_par1","fci_par2","fci_par3","fci_par4","ValueOrder","Date exported to this file"
"envSiteExist","j40j32","base case scenario 2003","fci_par","MultiAttributeSeries","0.001","0.001","0.001","0.001","1","05/27/2018"
"envSiteExist","j40j32","base case scenario 2003","fci_par","MultiAttributeSeries","0.001","0.001","0.001","0.001","2","05/27/2018"
"envSiteExist","j40j32","base case scenario 2003","fci_par","MultiAttributeSeries","0.001","0.001","0.001","0.001","3","05/27/2018"
"envSiteExist","j40j32","base case scenario 2003","fci_par","MultiAttributeSeries","0.0313218772063301","0.986174948156985","20.0609484897462","3.06309903437348","4","05/27/2018"
"envSiteExist","j40j32","base case scenario 2003","fci_par","MultiAttributeSeries","0.0313218772063301","0.986174948156985","20.0609484897462","3.06309903437348","5","05/27/2018"
"envSiteExist","j40j32","base case scenario 2003","fci_par","MultiAttributeSeries","0.0313218772063301","0.986174948156985","20.0609484897462","3.06309903437348","6","05/27/2018"
"envSiteExist","j40j32","base case scenario 2003","fci_par","MultiAttributeSeries","0.0313218772063301","0.986174948156985","20.0609484897462","3.06309903437348","7","05/27/2018"
"envSiteExist","j40j32","base case scenario 2003","fci_par","MultiAttributeSeries","0.0313218772063301","0.986174948156985","20.0609484897462","3.06309903437348","8","05/27/2018"
"envSiteExist","j40j32","base case scenario 2003","fci_par","MultiAttributeSeries","0.001","0.001","0.001","0.001","9","05/27/2018"
"envSiteExist","j40j32","base case scenario 2003","fci_par","MultiAttributeSeries","0.001","0.001","0.001","0.001","10","05/27/2018"
"envSiteExist","j40j32","base case scenario 2003","fci_par","MultiAttributeSeries","0.001","0.001","0.001","0.001","11","05/27/2018"
"envSiteExist","j40j32","base case scenario 2003","fci_par","MultiAttributeSeries","0.001","0.001","0.001","0.001","12","05/27/2018"
