dimen,id,cr_date,name
Flow,750,2018-04-25 18:40:32,Method
Concentration,751,2018-04-25 18:40:32,Monthly Demand
Money,752,2018-04-25 18:40:32,Monthly Variation
Concentration,753,2018-04-25 18:40:32,Reuse Rate
Money,754,2018-04-25 18:40:32,BOD Concentration
Volume,755,2018-04-25 18:40:33,Buffer Priority
Volume,756,2018-04-25 18:40:33,Capital Costs
Volume,757,2018-04-25 18:40:33,Electricity Revenue
Flow,758,2018-04-25 18:40:33,Energy Demand
distance,759,2018-04-25 18:40:33,Fixed Benefits
Volume,760,2018-04-25 18:40:33,Fixed Operating Costs
Volume,761,2018-04-25 18:40:34,Generating Efficiency
Volume,762,2018-04-25 18:40:34,Hydropower Priority
Flow,763,2018-04-25 18:40:34,Net Evaporation
percent,764,2018-04-25 18:40:34,Net Evaporation
Energy,765,2018-04-25 18:40:35,Priority
Concentration,766,2018-04-25 18:40:35,Storage Capacity
Money,767,2018-04-25 18:40:35,Tailwater Elevation
Money,768,2018-04-25 18:40:35,Temperature
Money,769,2018-04-25 18:40:35,Top of Buffer
Energy,770,2018-04-25 18:40:36,Top of Conservation
Money,771,2018-04-25 18:40:36,Volume Elevation Curve
Money,772,2018-04-25 18:40:36,Volume-Curve
Flow,773,2018-04-25 18:40:37,Capital Costs
Money,774,2018-04-25 18:40:37,Flow Stage Width
Money,775,2018-04-25 18:40:37,Groundwater Inflow
Money,776,2018-04-25 18:40:38,Groundwater Outflow
percent,777,2018-04-25 18:40:38,Reach Length
percent,778,2018-04-25 18:40:38,River Flooding Fraction
percent,779,2018-04-25 18:40:38,River Flooding Threshold
percent,780,2018-04-25 18:40:38,Surface Water Inflow
Money,781,2018-04-25 18:40:38,Surface Water Inflow
Money,782,2018-04-25 18:40:39,Water Temperature
Energy,783,2018-04-25 18:40:39,Fixed Benefits
distance,784,2018-04-25 18:40:39,Loss from System
Flow,785,2018-04-25 18:40:39,Loss to Groundwater
Money,786,2018-04-25 18:40:40,Maximum Flow   Percent of Demand
Money,787,2018-04-25 18:40:40,Maximum Flow   Volume
Money,788,2018-04-25 18:40:40,Supply Preference
Money,789,2018-04-25 18:40:40,BOD Decrease
Volume,790,2018-04-25 18:40:41,DO Decrease
Concentration,791,2018-04-25 18:40:41,Fixed Benefits
Concentration,792,2018-04-25 18:40:41,Fixed Operating Costs
Volume,793,2018-04-25 18:40:41,Loss from System
Volume,794,2018-04-25 18:40:42,Return Flow Routing
Concentration,795,2018-04-25 18:40:42,Variable Benefits
Concentration,796,2018-04-25 18:40:42,Variable Operating Costs
Flow,797,2018-04-25 18:40:42,Fixed Benefits
Flow,798,2018-04-25 18:40:43,Minimum Flow Requirement
Flow,799,2018-04-25 18:40:43,Variable Benefits
Money,800,2018-04-25 18:40:43,BOD Concentration Data
Money,801,2018-04-25 18:40:44,Headflow
Money,802,2018-04-25 18:40:44,Model Water Quality?
Unknown2,803,2018-04-25 18:43:45,Annual Activity Level
Unknown2,804,2018-04-25 18:43:46,DSM Cost
Unknown2,805,2018-04-25 18:43:47,DSM Savings
Unknown2,806,2018-04-25 18:43:47,Method
Unknown2,807,2018-04-25 18:43:48,Reuse Rate
Unknown2,808,2018-04-25 18:43:49,Buffer Priority
Unknown2,809,2018-04-25 18:43:52,Temperature
Unknown2,810,2018-04-25 18:43:54,Distance Marker
Unknown2,811,2018-04-25 18:43:55,Flow Stage Width
Unknown2,812,2018-04-25 18:43:56,River Flooding Fraction
Unknown2,813,2018-04-25 18:43:56,River Flooding Threshold
Unknown2,814,2018-04-25 18:43:58,Supply Preference
Unknown2,815,2018-04-25 18:44:03,Model Water Quality?
