dimen,id,cr_date,name
unknown2,529,3/13/2018 20:07,Maximum Flow   Volume
unknown2,530,3/13/2018 20:07,Maximum Flow   Percent of Demand
unknown2,531,3/13/2018 20:07,Loss from System
unknown2,532,3/13/2018 20:07,Return Flow Routing
unknown2,533,3/13/2018 20:07,Gain from Groundwater
unknown2,534,3/13/2018 20:07,Minimum Flow Requirement
unknown2,535,3/13/2018 20:07,Streamflow Data
unknown2,536,3/13/2018 20:07,DO Concentration Data
unknown2,537,3/13/2018 20:07,BOD Concentration Data
unknown2,538,3/13/2018 20:07,BOD Removal
unknown2,539,3/13/2018 20:07,DO Removal
unknown2,540,3/13/2018 20:07,Daily Capacity
unknown2,541,3/13/2018 20:07,Fixed Head
unknown2,542,3/13/2018 20:07,Max Turbine Flow
unknown2,543,3/13/2018 20:07,Headflow_Time_Series
unknown2,544,3/13/2018 20:07,Headflow_Seasonal
Angle,545,3/13/2018 21:25,Definitions
Angle,546,3/13/2018 21:25,Sqeuence
Angle,547,3/13/2018 21:25,DO Decrease
Angle,548,3/13/2018 21:25,BOD Decrease
Angle,549,3/13/2018 21:25,Monthly Demand
Angle,550,3/13/2018 21:25,Monthly DemandS
Angle,551,3/13/2018 21:25,Annual Water Use Rate
Angle,552,3/13/2018 21:25,Monthly Variation
Angle,553,3/13/2018 21:25,Consumption
Angle,554,3/13/2018 21:25,Loss Rate
Angle,555,3/13/2018 21:25,DO Inflow
Angle,556,3/13/2018 21:25,BOD Inflow
Angle,557,3/13/2018 21:25,BOD Intensity
Angle,558,3/13/2018 21:25,DO Intensity
Angle,559,3/13/2018 21:25,DO Concentration
Angle,560,3/13/2018 21:25,BOD Concentration
Angle,561,3/13/2018 21:25,Capital Costs
Angle,562,3/13/2018 21:25,Variable Operating Costs
Angle,563,3/13/2018 21:25,Fixed Operating Costs
Angle,564,3/13/2018 21:25,Variable Benefits
Angle,565,3/13/2018 21:25,Fixed Benefits
Angle,566,3/13/2018 21:25,Demand Priority
Angle,567,3/13/2018 21:25,Storage Capacity
Angle,568,3/13/2018 21:25,Initial Storage
Angle,569,3/13/2018 21:25,Volume Elevation Curve
Angle,570,3/13/2018 21:25,Volume-Curve
Angle,571,3/13/2018 21:25,Elevation-Curve
Angle,572,3/13/2018 21:25,Maximum Hydraulic Outflow
Angle,573,3/13/2018 21:25,Net Evaporation
Angle,574,3/13/2018 21:25,Priority
Angle,575,3/13/2018 21:25,Loss to Groundwater
Angle,576,3/13/2018 21:25,Observed Volume
Angle,577,3/13/2018 21:25,Top of Conservation
Angle,578,3/13/2018 21:25,Top of Buffer
Angle,579,3/13/2018 21:25,Top of Inactive
Angle,580,3/13/2018 21:25,Buffer Coefficient
Angle,581,3/13/2018 21:25,Max. Turbine Flow
Angle,582,3/13/2018 21:25,Tailwater Elevation
Angle,583,3/13/2018 21:25,Plant Factor
Angle,584,3/13/2018 21:25,Generating Efficiency
Angle,585,3/13/2018 21:25,Hydropower Priority
Angle,586,3/13/2018 21:25,Energy Demand
Angle,587,3/13/2018 21:25,Electricity Revenue
Angle,588,3/13/2018 21:25,Priority seasonal
Angle,589,3/13/2018 21:25,Maximum Withdrawal
Angle,590,3/13/2018 21:25,Natural Recharge
Angle,591,3/13/2018 21:25,Headflow
Angle,592,3/13/2018 21:25,Evaporation
Angle,593,3/13/2018 21:25,Groundwater Inflow
Angle,594,3/13/2018 21:25,Groundwater Outflow
Angle,595,3/13/2018 21:25,Maximum Diversion
Angle,596,3/13/2018 21:25,Reach Length
Angle,597,3/13/2018 21:25,Surface Water Inflow
Angle,598,3/13/2018 21:25,Water Temperature
Angle,599,3/13/2018 21:25,Maximum Flow   Volume
Angle,600,3/13/2018 21:25,Maximum Flow   Percent of Demand
Angle,601,3/13/2018 21:25,Loss from System
Angle,602,3/13/2018 21:25,Return Flow Routing
Angle,603,3/13/2018 21:25,Gain from Groundwater
Angle,604,3/13/2018 21:25,Minimum Flow Requirement
Angle,605,3/13/2018 21:25,Streamflow Data
Angle,606,3/13/2018 21:25,DO Concentration Data
Angle,607,3/13/2018 21:25,BOD Concentration Data
Angle,608,3/13/2018 21:25,BOD Removal
Angle,609,3/13/2018 21:25,DO Removal
Angle,610,3/13/2018 21:25,Daily Capacity
Angle,611,3/13/2018 21:25,Fixed Head
Angle,612,3/13/2018 21:25,Max Turbine Flow
Angle,613,3/13/2018 21:25,Headflow_Time_Series
Angle,614,3/13/2018 21:25,Headflow_Seasonal
Volume,615,3/15/2018 16:21,Monthly DemandS
Volume,616,3/15/2018 16:21,Annual Water Use Rate
percent,617,3/15/2018 16:21,Consumption
Concentration,618,3/15/2018 16:22,DO Inflow
Concentration,619,3/15/2018 16:22,BOD Inflow
Concentration,620,3/15/2018 16:22,BOD Intensity
Concentration,621,3/15/2018 16:22,DO Intensity
Concentration,622,3/15/2018 16:22,DO Concentration
Concentration,623,3/15/2018 16:22,BOD Concentration
Money,624,3/15/2018 16:22,Capital Costs
Money,625,3/15/2018 16:22,Variable Operating Costs
Money,626,3/15/2018 16:22,Fixed Operating Costs
Money,627,3/15/2018 16:22,Variable Benefits
Money,628,3/15/2018 16:22,Fixed Benefits
Volume,629,3/15/2018 16:22,Volume-Curve
distance,630,3/15/2018 16:22,Elevation-Curve
Flow,631,3/15/2018 16:22,Maximum Hydraulic Outflow
distance,632,3/15/2018 16:22,Net Evaporation
distance,633,3/15/2018 16:22,Priority
Volume,634,3/15/2018 16:22,Loss to Groundwater
Volume,635,3/15/2018 16:22,Observed Volume
Volume,636,3/15/2018 16:22,Top of Conservation
Volume,637,3/15/2018 16:22,Top of Buffer
Volume,638,3/15/2018 16:22,Top of Inactive
Flow,639,3/15/2018 16:22,Max. Turbine Flow
distance,640,3/15/2018 16:22,Tailwater Elevation
dimensionless,641,3/15/2018 16:22,Generating Efficiency
Energy,642,3/15/2018 16:22,Energy Demand
Energy,643,3/15/2018 16:22,Electricity Revenue
dimensionless,644,3/15/2018 16:22,Priority seasonal
Volume,645,3/15/2018 16:22,Maximum Withdrawal
Volume,646,3/15/2018 16:22,Natural Recharge
Flow,647,3/15/2018 16:22,Headflow
Flow,648,3/15/2018 16:22,Groundwater Inflow
dimensionless,649,3/15/2018 16:22,Groundwater Outflow
Flow,650,3/15/2018 16:23,Maximum Diversion
distance,651,3/15/2018 16:23,Reach Length
Flow,652,3/15/2018 16:23,Surface Water Inflow
dimensionless,653,3/15/2018 16:23,Maximum Flow   Percent of Demand
dimensionless,654,3/15/2018 16:23,Return Flow Routing
dimensionless,655,3/15/2018 16:23,Gain from Groundwater
dimensionless,656,3/15/2018 16:23,Minimum Flow Requirement
Volume,657,3/15/2018 16:23,Streamflow Data
Concentration,658,3/15/2018 16:23,DO Concentration Data
Concentration,659,3/15/2018 16:23,BOD Concentration Data
dimensionless,660,3/15/2018 16:23,BOD Removal
Money,661,3/15/2018 16:23,DO Concentration
dimensionless,662,3/15/2018 16:23,Variable Operating Costs
Energy,663,3/15/2018 16:23,Plant Factor
Money,664,3/15/2018 16:23,Energy Demand
distance,665,3/15/2018 16:23,Electricity Revenue
Flow,666,3/15/2018 16:23,Fixed Head
Money,667,3/15/2018 16:23,Max Turbine Flow
dimensionless,668,3/15/2018 16:48,Top of Inactive
Flow,669,3/15/2018 17:16,Buffer Coefficient
percent,670,3/15/2018 17:16,Tailwater Elevation
Flow,671,3/15/2018 17:16,Maximum Flow   Volume
percent,672,3/15/2018 17:16,Loss from System
percent,673,3/15/2018 17:16,Loss to Groundwater
percent,674,3/15/2018 17:16,Gain from Groundwater
Concentration,675,3/15/2018 17:16,DO Removal
Concentration,676,3/15/2018 17:16,Daily Capacity
Flow,677,3/15/2018 17:16,Headflow_Time_Series
percent,678,3/15/2018 17:16,Headflow_Seasonal
Angle,679,3/23/2018 23:52,test
TimeSeries,680,4/3/2018 19:42,flow
NumericValues,681,4/3/2018 19:47,Priority
SeasonalNumericValues,682,4/3/2018 19:48,Priority seasonal
Flow,683,4/3/2018 19:52,flow
Volume,684,4/5/2018 18:00,Volume Elevation Curve
NumericValues,685,4/5/2018 18:40,Capacity
Flow,686,4/5/2018 18:44,Capacity
Flow,687,4/5/2018 18:44,Volume Elevation Curve
Volume,688,4/9/2018 23:22,flow
Volume,689,4/9/2018 23:22,Capacity
Volume,690,4/11/2018 21:40,Owner
dimensionless,691,4/11/2018 21:48,Owner
dimensionless,692,4/25/2018 18:28,DO Decrease
dimensionless,693,4/25/2018 18:28,BOD Decrease
dimensionless,694,4/25/2018 18:28,Annual Activity Level
dimensionless,695,4/25/2018 18:28,Annual Water Use Rate
dimensionless,696,4/25/2018 18:28,BOD Concentration
dimensionless,697,4/25/2018 18:28,BOD Inflow
dimensionless,698,4/25/2018 18:28,BOD Intensity
dimensionless,699,4/25/2018 18:28,Capital Costs
dimensionless,700,4/25/2018 18:28,DO Concentration
dimensionless,701,4/25/2018 18:28,DO Inflow
dimensionless,702,4/25/2018 18:28,DO Intensity
dimensionless,703,4/25/2018 18:28,DSM Cost
dimensionless,704,4/25/2018 18:28,DSM Savings
dimensionless,705,4/25/2018 18:28,Fixed Benefits
dimensionless,706,4/25/2018 18:28,Fixed Operating Costs
dimensionless,707,4/25/2018 18:28,Loss Rate
dimensionless,708,4/25/2018 18:28,Method
dimensionless,709,4/25/2018 18:28,Monthly Demand
dimensionless,710,4/25/2018 18:28,Monthly Variation
dimensionless,711,4/25/2018 18:28,Reuse Rate
dimensionless,712,4/25/2018 18:28,Variable Benefits
dimensionless,713,4/25/2018 18:28,Buffer Priority
dimensionless,714,4/25/2018 18:28,Electricity Revenue
dimensionless,715,4/25/2018 18:28,Energy Demand
dimensionless,716,4/25/2018 18:28,Initial Storage
dimensionless,717,4/25/2018 18:28,Max. Turbine Flow
dimensionless,718,4/25/2018 18:28,Maximum Hydraulic Outflow
dimensionless,719,4/25/2018 18:28,Observed Volume
dimensionless,720,4/25/2018 18:28,Plant Factor
dimensionless,721,4/25/2018 18:28,Storage Capacity
dimensionless,722,4/25/2018 18:28,Tailwater Elevation
dimensionless,723,4/25/2018 18:28,Temperature
dimensionless,724,4/25/2018 18:28,Top of Buffer
dimensionless,725,4/25/2018 18:28,Top of Conservation
dimensionless,726,4/25/2018 18:28,Volume-Curve
dimensionless,727,4/25/2018 18:28,Distance Marker
dimensionless,728,4/25/2018 18:28,Flow Stage Width
dimensionless,729,4/25/2018 18:28,Groundwater Inflow
dimensionless,730,4/25/2018 18:28,Reach Length
dimensionless,731,4/25/2018 18:28,River Flooding Fraction
dimensionless,732,4/25/2018 18:28,River Flooding Threshold
dimensionless,733,4/25/2018 18:28,Surface Water Inflow
dimensionless,734,4/25/2018 18:29,Maximum Flow   Volume
dimensionless,735,4/25/2018 18:29,Supply Preference
dimensionless,736,4/25/2018 18:29,BOD Concentration Data
dimensionless,737,4/25/2018 18:29,DO Concentration Data
dimensionless,738,4/25/2018 18:29,Streamflow Data
dimensionless,739,4/25/2018 18:29,Headflow
dimensionless,740,4/25/2018 18:29,Model Water Quality?
Volume,741,4/25/2018 18:40,Annual Activity Level
percent,742,4/25/2018 18:40,BOD Concentration
percent,743,4/25/2018 18:40,BOD Inflow
percent,744,4/25/2018 18:40,BOD Intensity
Concentration,745,4/25/2018 18:40,Capital Costs
Concentration,746,4/25/2018 18:40,Consumption
Money,747,4/25/2018 18:40,DSM Cost
Money,748,4/25/2018 18:40,DSM Savings
Money,749,4/25/2018 18:40,Demand Priority
Flow,750,4/25/2018 18:40,Method
Concentration,751,4/25/2018 18:40,Monthly Demand
Money,752,4/25/2018 18:40,Monthly Variation
Concentration,753,4/25/2018 18:40,Reuse Rate
Money,754,4/25/2018 18:40,BOD Concentration
Volume,755,4/25/2018 18:40,Buffer Priority
Volume,756,4/25/2018 18:40,Capital Costs
Volume,757,4/25/2018 18:40,Electricity Revenue
Flow,758,4/25/2018 18:40,Energy Demand
distance,759,4/25/2018 18:40,Fixed Benefits
Volume,760,4/25/2018 18:40,Fixed Operating Costs
Volume,761,4/25/2018 18:40,Generating Efficiency
Volume,762,4/25/2018 18:40,Hydropower Priority
Flow,763,4/25/2018 18:40,Net Evaporation
percent,764,4/25/2018 18:40,Net Evaporation
Energy,765,4/25/2018 18:40,Priority
Concentration,766,4/25/2018 18:40,Storage Capacity
Money,767,4/25/2018 18:40,Tailwater Elevation
Money,768,4/25/2018 18:40,Temperature
Money,769,4/25/2018 18:40,Top of Buffer
Energy,770,4/25/2018 18:40,Top of Conservation
Money,771,4/25/2018 18:40,Volume Elevation Curve
Money,772,4/25/2018 18:40,Volume-Curve
Flow,773,4/25/2018 18:40,Capital Costs
Money,774,4/25/2018 18:40,Flow Stage Width
Money,775,4/25/2018 18:40,Groundwater Inflow
Money,776,4/25/2018 18:40,Groundwater Outflow
percent,777,4/25/2018 18:40,Reach Length
percent,778,4/25/2018 18:40,River Flooding Fraction
percent,779,4/25/2018 18:40,River Flooding Threshold
percent,780,4/25/2018 18:40,Surface Water Inflow
Money,781,4/25/2018 18:40,Surface Water Inflow
Money,782,4/25/2018 18:40,Water Temperature
Energy,783,4/25/2018 18:40,Fixed Benefits
distance,784,4/25/2018 18:40,Loss from System
Flow,785,4/25/2018 18:40,Loss to Groundwater
Money,786,4/25/2018 18:40,Maximum Flow   Percent of Demand
Money,787,4/25/2018 18:40,Maximum Flow   Volume
Money,788,4/25/2018 18:40,Supply Preference
Money,789,4/25/2018 18:40,BOD Decrease
Volume,790,4/25/2018 18:40,DO Decrease
Concentration,791,4/25/2018 18:40,Fixed Benefits
Concentration,792,4/25/2018 18:40,Fixed Operating Costs
Volume,793,4/25/2018 18:40,Loss from System
Volume,794,4/25/2018 18:40,Return Flow Routing
Concentration,795,4/25/2018 18:40,Variable Benefits
Concentration,796,4/25/2018 18:40,Variable Operating Costs
Flow,797,4/25/2018 18:40,Fixed Benefits
Flow,798,4/25/2018 18:40,Minimum Flow Requirement
Flow,799,4/25/2018 18:40,Variable Benefits
Money,800,4/25/2018 18:40,BOD Concentration Data
Money,801,4/25/2018 18:40,Headflow
Money,802,4/25/2018 18:40,Model Water Quality?
Unknown2,803,4/25/2018 18:43,Annual Activity Level
Unknown2,804,4/25/2018 18:43,DSM Cost
Unknown2,805,4/25/2018 18:43,DSM Savings
Unknown2,806,4/25/2018 18:43,Method
Unknown2,807,4/25/2018 18:43,Reuse Rate
Unknown2,808,4/25/2018 18:43,Buffer Priority
Unknown2,809,4/25/2018 18:43,Temperature
Unknown2,810,4/25/2018 18:43,Distance Marker
Unknown2,811,4/25/2018 18:43,Flow Stage Width
Unknown2,812,4/25/2018 18:43,River Flooding Fraction
Unknown2,813,4/25/2018 18:43,River Flooding Threshold
Unknown2,814,4/25/2018 18:43,Supply Preference
Unknown2,815,4/25/2018 18:44,Model Water Quality?
